favorite_count,tweets,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,sarcasm,sarcasm_score
5,testimoni cek uigotloves old version 10 20,1,1,0,https://x.com/ui_fess/status/1743595361191739564,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
2,damn benaran rame yaudah vote cepat,0,1,0,https://x.com/ui_fess/status/1743592978512515408,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
138,cek warga lach kalo 100 rt tweet jadikan uigotloves,49,32,116,https://x.com/ui_fess/status/1743582300259151953,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
42,apanih ramerame wts uifess,5,6,0,https://x.com/ui_fess/status/1743168664109822247,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
505,selamat selamat menjalani semester genap,56,14,67,https://x.com/ui_fess/status/1741510443167014919,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
2095,take care guys lupa cari tau kabar temanteman,296,74,189,https://x.com/ui_fess/status/1738064015707005067,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
397,bro serius kelas pakai tank top crop top celana low waist puser outer tipis crop top menggigil gue dalem kelas menggigil fak kecuali yyeah cuaca enggak usah,106,33,8,https://x.com/ui_fess/status/1737132841077743716,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
21,kukel kecoa kost,10,12,0,https://x.com/ui_fess/status/1737130649696539020,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
0,name letter also pronouns classified,0,0,0,https://x.com/ui_fess/status/1737109507476783492,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
33,evening earthlings im seeking new longterm friends talk currently im date death yes one otome game cattos iblis hyvs games im also intpt matters kindly leave trace youre interested cont,4,17,1,https://x.com/ui_fess/status/1737109504737804615,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
24,bejir salah paham gue nyontek alias habis nyontek menyontek uas jumat entar nyontek sksksk cont,23,10,0,https://x.com/ui_fess/status/1737108252176056761,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
68,mutualanberteman sender entp makara abu love genre horor angst filmbuku warna favorit main ml suka jbjb kokk matcha enakk bjirr twtnya sambattt karenaa uas bentar selesaii leave trace,5,71,0,https://x.com/ui_fess/status/1737102563370226164,3837612012.0,ui_fess,not_sarcastic,0.9999994039535522
23,utbk ambil vokasi worth konversi sks sarjana vokasi,7,8,1,https://x.com/ui_fess/status/1737088282968883536,3837612012.0,ui_fess,not_sarcastic,0.9999932050704956
13,tau ngeprint sekitaran ngejilid kayak spiral notebook print covernya pakai kertas tebal selesai sehari,0,2,0,https://x.com/ui_fess/status/1737082054993662301,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
119,kating rik hadir besok remed summa ibd 1 yyeah gasi habis remed kkm benaran ngulang fak panik banget kenapasi gue bego ibd,59,49,2,https://x.com/ui_fess/status/1737077443863957761,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
693,dunia perkuliahan keras banget sender kenalam public enemy orang mengomongkan buruk2 funfactnya iisma ivy league pintar rajin banget ambis amp suka mengajari sender mengobrol cont,65,24,29,https://x.com/ui_fess/status/1736016381597093958,3837612012.0,ui_fess,sarcastic,0.9122936129570007
132,anak mutualan kalo like menfess avaku matahari terbit sender warga thank,0,23,0,https://x.com/ui_fess/status/1736010381355831733,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
217,ikutan alumni feb berpesan kalo kerja big4 mati,45,5,14,https://x.com/ui_fess/status/1736005912736018730,3837612012.0,ui_fess,not_sarcastic,0.9999994039535522
52,minimal cek dp uifess broooo,8,8,3,https://x.com/ui_fess/status/1736004463905902604,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
92,anak-anak banget keker berotot sender angkatan tua ngeri maba badannya gede2 dibandingkan sender tua sender reflek manggil kak anyways keren banget gymbros semangat cont,13,4,1,https://x.com/ui_fess/status/1736003870739071280,3837612012.0,ui_fess,not_sarcastic,0.9999994039535522
149,alumni fib kasih pesan deting kebanyakan pesta lu entar nganggur kayak gue,37,16,8,https://x.com/ui_fess/status/1736003486905704814,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
592,biarkan efkaem memasak saluttt koridor dipasangin tugas salah matkul mahasiswa,51,12,78,https://x.com/ui_fess/status/1735997362848588121,3837612012.0,ui_fess,not_sarcastic,0.9999994039535522
261,teman besok main fia piringnya tolong dibalikin pojok budayanya self service makasihh,30,13,23,https://x.com/ui_fess/status/1735991641612427300,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
33,pengin join ukm agama sender niatan pindah agama pengin belajar,3,10,0,https://x.com/ui_fess/status/1735986894486593843,3837612012.0,ui_fess,not_sarcastic,0.9981661438941956
257,sederhana enggak punya,133,122,7,https://x.com/ui_fess/status/1735945968523370544,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
25,halo info parttime barista orang anything,0,3,1,https://x.com/ui_fess/status/1735941466701373869,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
13,hai mentemen adakah comifuro besok minggu cari teman takut anak hilang,1,8,1,https://x.com/ui_fess/status/1735935540296605782,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
50,tolonglah pakai toilet perpusat jorok pakai diflush biar bau pesing,5,3,6,https://x.com/ui_fess/status/1735917856091668864,3837612012.0,ui_fess,not_sarcastic,0.9999721050262451
10,haloo tau laptop bagus dipakai skripsian sender semester better dipakai edit effects,1,5,0,https://x.com/ui_fess/status/1735903251839782913,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
206,enggak jelas anjrit pemira medpar uicant1k,18,6,9,https://x.com/ui_fess/status/1735899180944785528,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
3,anak menonton produce 101 japan girls gaaa gue mencari teman menonton bareng entar sabtu teman gue kagak mengerti,0,4,0,https://x.com/ui_fess/status/1735325519426785419,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
17,anak drop dengar lagu,0,50,0,https://x.com/ui_fess/status/1735319455977349487,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
55,ketempelan setan help punggung gue berat banget sore gara-gara teksas pas maghrib,0,27,0,https://x.com/ui_fess/status/1735315977745903976,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
6,halo tau istall ulang windows terpercaya laptopku bootingnya banget,0,5,0,https://x.com/ui_fess/status/1735289910716977235,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
553,pesan dosen tali silaturahmi terputus harap uas nilai seratus,1,8,7,https://x.com/ui_fess/status/1735285060822315098,3837612012.0,ui_fess,not_sarcastic,0.9979583024978638
75,sebutin 1 menu makanan favorit kantin,0,38,0,https://x.com/ui_fess/status/1735279316748095555,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
504,civitas tau soto mukhlis soto terenak soto betawi paru pakai perkedelnya ditambah acarnya kasih hint jeruk nipis,3,92,2,https://x.com/ui_fess/status/1735262478022697010,3837612012.0,ui_fess,not_sarcastic,0.9999994039535522
41,syarat min akun kirim menfess folls 100 tweets 1000 acc created 12 months,0,8,0,https://x.com/ui_fess/status/1735239810527477981,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
25,guys parkir mobil mahasiswa lihat maps plang khusus dosen,0,12,0,https://x.com/ui_fess/status/1735133880083218822,3837612012.0,ui_fess,not_sarcastic,0.9999666213989258
76,h10 harihari gabut spill drakor cocok ditonton libur banget menonton drakor dikejar deadline tugas,0,10,0,https://x.com/ui_fess/status/1735069816539746447,3837612012.0,ui_fess,not_sarcastic,0.9998329877853394
525,aduh kalo jujur gue mengerti matkul mengomongkan gue lihat orang serius mengerti kali gue mengerti,0,30,1,https://x.com/ui_fess/status/1734961715111211232,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
148,setuju ui fakultas khusus industri kreatif isinya komunikasi media pariwisata desain jurusan date banget,0,30,1,https://x.com/ui_fess/status/1734951179594166767,3837612012.0,ui_fess,not_sarcastic,0.9999982118606567
39,guysss wdyt pemira calon2nya mengikuti gaaaak gue bingung memilih,0,7,0,https://x.com/ui_fess/status/1734934884240781568,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
270,feeling gue doang gedung fh fia cepat selesai renov lantai gedung fasilkom,0,76,0,https://x.com/ui_fess/status/1734901454996132163,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
58,fasilitas pikirin kenyamanan harap habis anak makara hijau sadar,0,2,0,https://x.com/ui_fess/status/1734872073649201608,3837612012.0,ui_fess,not_sarcastic,0.9999890327453613
77,praktikum pakai jas bahan infeksiusnya menempel jas lab tolong teman adik tingkat kakak tingkat tolong kalo pakai jas lab fakultas tlong kalo rik cont,0,3,0,https://x.com/ui_fess/status/1734872072420245795,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
0,min account created,0,0,0,https://x.com/ui_fess/status/1734871284172132854,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
209,naur pemilu kucing siko,0,16,0,https://x.com/ui_fess/status/1734521142336237658,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
51,pakai lockscreen ssan jadwal siakng,0,24,0,https://x.com/ui_fess/status/1734520737715925413,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
108,lucu yeah adik adik keliling pakai seragam berasa wisata,0,5,0,https://x.com/ui_fess/status/1734505150029701456,3837612012.0,ui_fess,not_sarcastic,0.999886155128479
36,kpopers kumpul sebutin fandom ayo berteman,1,131,0,https://x.com/ui_fess/status/1734502655597420760,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
283,literally feeling gue,0,16,4,https://x.com/ui_fess/status/1734498499339993523,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
206,bolu psiko bolu fisip sapi fe reply kucing fakultas beserta namanya,0,18,0,https://x.com/ui_fess/status/1734495310054047808,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
323,rip sapi fe love sapikun,0,33,0,https://x.com/ui_fess/status/1734493341344284699,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
59,setuju buka kuliah khusus online biar turu zzzzz,0,20,0,https://x.com/ui_fess/status/1734410318032597055,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
217,woe crisbar gue suka ayam crispy bakar lu lu kebakaran,0,32,0,https://x.com/ui_fess/status/1734375531620217097,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
51,guys realistis selesaiin buku novel 300 halaman 12 jam,0,69,0,https://x.com/ui_fess/status/1734271473324564771,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
100,mingguminggu uas sakit fisik mental pengin langsung istirahat sebulan,0,5,0,https://x.com/ui_fess/status/1734268690231894060,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
51,sender maba kali uas ngulang matkul sender takut ngulang,0,15,0,https://x.com/ui_fess/status/1734249897531216105,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
7,info vokasi bikin s2 industri kreatif,0,2,0,https://x.com/ui_fess/status/1734230628495929671,3837612012.0,ui_fess,not_sarcastic,0.9999983310699463
10,komentar negatif anak pmm universitas enggak bisa dipukul pmm terdaftar pt penerima tanggapan,0,4,0,https://x.com/ui_fess/status/1734219319457034588,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
139,maba kalo ui semester program study tour,0,96,0,https://x.com/ui_fess/status/1734216227156004953,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
109,plis fib namanya doang sastra khusus baca fakultas tetangga ruang baca,0,32,0,https://x.com/ui_fess/status/1734195176757968914,3837612012.0,ui_fess,not_sarcastic,0.9999992847442627
4,guys deadline moocs kayak simpang siur moocs dlnya 30,0,1,0,https://x.com/ui_fess/status/1734193604598641092,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
12,halo temanteman info kost harian kost campuran ui harganya murah tanggal 2426 desember,0,2,0,https://x.com/ui_fess/status/1734180165041955246,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
441,pleaseee anak tolong kalo pakai jaslab tau enggak usah dibawa lab dipakai jalan jalan halte kayak kantin anak kesehatan tau mekanisme kontrol infeksi kayak,0,91,0,https://x.com/ui_fess/status/1734159842481520764,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
49,waduch walach wadidaw,0,8,0,https://x.com/ui_fess/status/1733516737021444536,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
5,need info kos kukel putracampur dibersihin kamarnya please terima kasih,0,3,0,https://x.com/ui_fess/status/1733515046335234392,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
26,salty gue nugas perpusat takut clueless disana kalo civitas ui nunjukin ktm kah nugas enak lantai terima kasih,0,11,1,https://x.com/ui_fess/status/1733514330073944087,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
32,semester 5 gue sesinting klean aman kah guys kibarkan bendera kalo kuat,0,1,0,https://x.com/ui_fess/status/1733513249721848270,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
18,dosa mengharap tj ngangkut penumpang dalem 4b d21 full bis listrik,0,1,0,https://x.com/ui_fess/status/1733512998172741943,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
5,war siak kebun apel jaminan wifinya lemot devicenya anti lag ripiu mencoba kebun apel,0,3,0,https://x.com/ui_fess/status/1733512895802302876,3837612012.0,ui_fess,not_sarcastic,0.999733030796051
4,mengurus surat keterangan mahasiswa kalo nanyananya fib tia,0,1,0,https://x.com/ui_fess/status/1733509230005801208,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
0,jatuh cinta filmfilm kalo versi film guys,0,4,0,https://x.com/ui_fess/status/1733503250329186534,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
1,tips cari pacar lulus gandengan,0,4,0,https://x.com/ui_fess/status/1733502954081263742,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
10,ngulang maktul lonely banget teman,0,3,0,https://x.com/ui_fess/status/1733500508109930904,3837612012.0,ui_fess,not_sarcastic,0.9999994039535522
26,2023 ayokkk mutualan jbjb biar seruwww,0,43,0,https://x.com/ui_fess/status/1733499868566659120,3837612012.0,ui_fess,not_sarcastic,0.9999994039535522
1,infokan menonton bareng flowe12ful sabtu mingdep ehehehehehe,0,2,0,https://x.com/ui_fess/status/1733489349512269886,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
55,tementemen semangat uas warga semoga lancar luncur spontan uhuy lupa self reward terima kasih keren 1 smt aww semangat semingit,0,0,0,https://x.com/ui_fess/status/1733489150266130683,3837612012.0,ui_fess,sarcastic,0.9267972707748413
0,kakakkakak kalo smt ganjil libur semesteran kalo iya libur thank,0,2,0,https://x.com/ui_fess/status/1733488663856894399,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
1,uas belajar jam uas semangat uas,0,1,0,https://x.com/ui_fess/status/1733488519472206239,3837612012.0,ui_fess,not_sarcastic,0.9999994039535522
1,kontingen fakultas kali enggak usah sok playing victim,0,0,0,https://x.com/ui_fess/status/1733488495879160030,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
2,sender mencari bocil nyasar sepi stays ui coba bantu donkkk cari rep bantu sender mutualan skz stan,0,2,0,https://x.com/ui_fess/status/1733488349892239600,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
2,wibu twt reply ayo berteman,0,10,0,https://x.com/ui_fess/status/1733487458149630060,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
32,damn dude kasih tau maba login email ui webmailnya kakakkakak,0,4,0,https://x.com/ui_fess/status/1733487384027976019,3837612012.0,ui_fess,not_sarcastic,0.9999994039535522
2,berdiri panggung kudambakannn eluan tepuk tangan semangat,0,6,0,https://x.com/ui_fess/status/1733487307737669707,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
6,woy f1twt kumpul,0,6,0,https://x.com/ui_fess/status/1733486123530498524,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
0,lawson pisif kalo sabtu minggu tutup buka trimsss,0,2,0,https://x.com/ui_fess/status/1733485604460196286,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
138,pacaran seru kayak lagulagunya hivi,0,24,0,https://x.com/ui_fess/status/1733484778538819587,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
0,halo warga maba hunting kost via google enggak bisa cari langsung tolong rekomendasikan kost area pocinkober ramah pejalan kaki bantuannya,0,0,0,https://x.com/ui_fess/status/1733484272043122793,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
9,yaallah perpus nyediain jurnal psycnet,0,2,0,https://x.com/ui_fess/status/1733483867120849271,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
79,guys ayo pacaran,0,100,0,https://x.com/ui_fess/status/1733483837806756270,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
308,takut uas takut uas takut uas takut uas takut uas takut uas takut uas takut uas takut uas takut uas takut uas takut uas takut uas takut uas,0,6,0,https://x.com/ui_fess/status/1733482455376806363,3837612012.0,ui_fess,sarcastic,0.9999812841415405
39,uifesss password wig send menfess without password via wont accept new followers wig ootday still schedule tuethusat enjoy,0,1,0,https://x.com/ui_fess/status/1733482174828126703,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
186,syarat gedung fakultas dirombak gue muakkkk bjir gedung fkm kayak dirombak ruang kelasnya acnya dingin nyamuk mmrasa terima dpat ukt 20jt,87,31,10,https://x.com/ui_fess/status/1733320462074331248,3837612012.0,ui_fess,not_sarcastic,0.9999992847442627
92,kalo ngefoto cheatsheet ujian orang minimal disalin langsung diprint hasil scannya xixixi,11,11,5,https://x.com/ui_fess/status/1732699770345660798,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
305,know birds sing dont sit front computers working assignments studying uas,8,3,48,https://x.com/ui_fess/status/1732689993918038499,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
280,mahasiswa penghasilan kebutuhan kuliah enak orang tua ukt kena 10jt kerja part time tugas banget takut keteteran,16,22,12,https://x.com/ui_fess/status/1732614446898667522,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
212,gwe malu acara seni tingkat salah kasih pengumuman,30,11,5,https://x.com/ui_fess/status/1731995204423676327,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
157,rate kesiapan menghadapi uas semester 110,143,158,7,https://x.com/ui_fess/status/1731519926920450483,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
212,damn kendaraan bermotor roda info kampus,58,16,11,https://x.com/ui_fess/status/1731515522574172274,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
883,starter pack anak,313,84,43,https://x.com/ui_fess/status/1730993073038205362,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
64,tau pesona cowok farmasi,109,25,1,https://x.com/ui_fess/status/1730986750930247787,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
4,halo warga malmingan kemana,12,10,0,https://x.com/ui_fess/status/1730949186479407249,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
160,anak main genshin ngabarin tanggal des fisip exhib games unofficial merch cybersecurity genshin syarat kelulusan matkul klmpk sender isi gform rsvp kalo minat reply tysm,61,88,18,https://x.com/ui_fess/status/1730948641001791647,3837612012.0,ui_fess,not_sarcastic,0.9999994039535522
45,newjeans tsunami awards cuy bias newjeans kumpullllll reply,1,12,1,https://x.com/ui_fess/status/1730940409134911625,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
65,pisif darurat maling gaes hati-hati taruh barang sembarangan,6,5,4,https://x.com/ui_fess/status/1730937109358559489,3837612012.0,ui_fess,not_sarcastic,0.9999995231628418
